Name,Ticker,<date>,<open>,<high>,<low>,<close>,<vol>
Mustang Bio Inc,MBIO,20200911,3.11,3.46,3.11,3.42,2643800
Medallion Bank Fixed-To-Floating Rate Non-Cumula,MBNKP,20200911,18.3,19.25,17.75,19.1755,10100
Microbot Medical Inc,MBOT,20200911,6.62,6.8,6.5,6.52,143600
Moleculin Biotech CS,MBRX,20200911,0.7801,0.7921,0.75,0.7596,327800
Malibu Boats Inc,MBUU,20200911,49.8,49.8,48.26,48.6,141900
Mercantile Bank Corp,MBWM,20200911,20.17,20.23,19.68,19.79,38200
Mountain Crest Acquisition Corp,MCAC,20200911,10.13,10.23,10.13,10.2,18900
Mountain Crest Acquisition Corp,MCACR,20200911,0.46,0.4601,0.46,0.46,7700
Mountain Crest Acquisition Corp,MCACU,20200911,10.34,10.5905,10.31,10.5,17000
Macatawa Bank Corp,MCBC,20200911,7.1,7.16,7.06,7.09,47700
Metrocity Bankshares Inc,MCBS,20200911,12.85,12.98,12.51,12.86,47800
Municipal CEF Income Opportunity ETF FT,MCEF,20200911,19.14,19.3019,19.14,19.28,1700
Mid-Con Energy Partn,MCEP,20200911,2.35,2.54,2.31,2.36,189400
Mcbc Holdings,MCFT,20200911,17.78,17.98,17.21,17.5,426000
China Ishares MSCI ETF,MCHI,20200911,73.1,73.36,72.29,72.73,3897400
Microchip Technology,MCHP,20200911,101.5,102.416,99.57,100.7,1264900
Marchex Inc,MCHX,20200911,1.8,1.81,1.79,1.81,50700
Merida Merger Corp. I,MCMJ,20200911,9.93,9.94,9.8001,9.85,2600
Seres Theraptc,MCRB,20200911,24.4,25.51,24.16,25.5,992200
Monarch Casino,MCRI,20200911,45.93,45.93,44.26,44.41,81700
Mongodb Inc Cl A,MDB,20200911,212.45,213,204.28,207.38,562800
Mdc Partners Cl A,MDCA,20200911,1.95,1.97,1.91,1.93,64300
Madrigal Pharmaceuticals Inc,MDGL,20200911,101.49,103.18,98.7075,102.5,201700
Medigus Ltd Ads,MDGS,20200911,1.31,1.37,1.31,1.32,50100
Medigus Ltd Series C WT,MDGSW,20200911,0.185,0.185,0.17,0.17,5200
Mediaco Holding Inc Class A Common Stock When Is,MDIA,20200911,3.14,3.2199,3.04,3.13,38500
Multi-Asset Diversified Income Index Fund FT,MDIV,20200911,13.73,13.8374,13.63,13.73,76000
Mdjm Ltd,MDJH,20200911,3.82,4.17,3.63,4,23900
Mondelez Intl Inc,MDLZ,20200911,57.3,57.74,56.91,57.55,6351200
Medicenna Therapeutics Corp,MDNA,20200911,3.9,3.9,3.78,3.78,13700
Medalist Diversified REIT Inc,MDRR,20200911,1.2085,1.21,1.1793,1.195,13100
Medalist Diversified REIT Inc Series A,MDRRP,20200911,12.75,12.75,12.75,12.75,400
Allscripts Hlthcare,MDRX,20200911,8.86,8.93,8.58,8.665,1065200
Mediwound Ltd Ord Sh,MDWD,20200911,3.32,3.41,3.1,3.3,25300
Medpace Holdings Inc,MEDP,20200911,117.51,119.83,114.29,115.71,222000
Trxade Group Inc,MEDS,20200911,5.8,5.95,5.5439,5.89,8000
Mei Pharma Inc,MEIP,20200911,2.83,3.1801,2.82,2.96,2054800
Mercadolibre Inc,MELI,20200911,1046.35,1055,1015.49,1032.98,405300
Methanex Cp,MEOH,20200911,22.96,23.3,22.54,23.05,329300
Mercer Intl Inc,MERC,20200911,7.21,7.21,7.03,7.07,160300
Mesa Air Group Inc,MESA,20200911,3.41,3.41,3.22,3.27,353200
Mesoblast Ltd Ads,MESO,20200911,16.31,16.63,15.98,16.21,367700
Ramaco Resources Inc,METC,20200911,2.74,2.81,2.71,2.77,80300
Meten Edtechx Education Group Ltd.,METX,20200911,8.49,8.7,8.3,8.65,34200
Meten Edtechx Education Group Ltd,METXW,20200911,0.35,0.4199,0.2605,0.3385,55200
Mercurity Fintech Holding Inc.,MFH,20200911,2.2,2.29,2.17,2.17,10100
Medallion Fin Cp,MFIN,20200911,2.73,2.8,2.66,2.71,36200
Medallion Fin Notes,MFINL,20200911,25.48,25.48,25.4799,25.48,400
Mackinac Financial,MFNC,20200911,10.07,10.07,9.55,9.55,7000
Mge Energy Inc,MGEE,20200911,63.44,63.685,62.45,62.98,105500
Miragen Therapeutics Inc,MGEN,20200911,0.954,0.954,0.8901,0.9087,378600
Moneygram Intl,MGI,20200911,2.92,2.95,2.8436,2.9,809200
Magic Software Entpr,MGIC,20200911,13.65,13.8932,13.4514,13.5,26800
Magellan Health,MGLN,20200911,76.45,76.77,74.48,74.78,114500
Magnite Inc,MGNI,20200911,5.97,6.02,5.57,5.68,4177100
Macrogenics,MGNX,20200911,26.77,28.8799,26.71,26.87,458300
MGP Ingredients Inc,MGPI,20200911,39.3,39.3,37.69,37.94,95300
Mcgrath Rentcorp,MGRC,20200911,63,63.02,62.23,62.48,77000
Magenta Therapeutics Inc,MGTA,20200911,7.16,7.24,6.95,7.16,168400
Meiragtx Holdings Plc,MGTX,20200911,13.33,13.349,12.75,12.93,40800
Magyar Bancorp Inc,MGYR,20200911,8.06,8.68,8.06,8.68,300
Maiden Holdings Ltd,MHLD,20200911,1.23,1.27,1.2,1.21,33400
Micronet Enertec Tec,MICT,20200911,5.38,5.4369,4.9,5.11,311800
Middleby Corp,MIDD,20200911,94.02,95.96,93.27,95.1,729900
The Michaels Comp,MIK,20200911,10.25,10.86,10.05,10.41,4321500
G-X Millennials Thematic ETF,MILN,20200911,30.94,30.94,30.23,30.4,12700
Mimecast Ltd Ord,MIME,20200911,46.88,47.33,45.58,46.53,568300
Mitcham Industries Inc,MIND,20200911,2.37,2.37,2.2913,2.33,18400
Mitcham Industries Inc,MINDP,20200911,18,18.18,17.8,18.18,2100
Mirum Pharmaceuticals Inc,MIRM,20200911,19.7,20.38,18.14,18.97,53000
Milestone Pharmaceuticals Inc,MIST,20200911,8.14,8.29,7.725,7.81,153200
Mitek Systems Inc,MITK,20200911,12.24,12.24,11.4,11.51,361100
Stealth Biotherapeutics Corp Ads,MITO,20200911,1.51,1.55,1.51,1.52,18300
Majesco,MJCO,20200911,16.1,16.1,15.95,15.99,40800
Molecular Data Inc Ads,MKD,20200911,1.16,1.2257,1.1401,1.1401,5900
Monaker Group Inc,MKGI,20200911,2.39,2.44,2.3,2.42,72200
Mks Instruments Inc,MKSI,20200911,106.34,106.38,101.78,103.3,501000
Marketaxess Holdings,MKTX,20200911,455.08,459.8,448.57,453.07,166800
Mesa Labs Inc,MLAB,20200911,245.57,249.48,245.57,246.86,27900
Malacca Straits Acquisition Company Limited Unit,MLACU,20200911,9.93,9.93,9.91,9.91,3500
Malacca Straits Acquisition Company WT,MLACW,20200911,0.5,0.5,0.4,0.44,7900
Melco Resorts & Entertainment,MLCO,20200911,19.11,19.11,18.4,18.7,4454000
Miller Herman Inc,MLHR,20200911,22.17,22.81,21.95,22.69,637100
Millendo Therapeutics Inc,MLND,20200911,1.57,1.59,1.5,1.51,312900
Malvern Bncp,MLVF,20200911,12.36,12.39,12.16,12.39,1100
Mma Capital Mngt,MMAC,20200911,23.16,23.295,23,23.06,7300
Martin Midstrm LP,MMLP,20200911,1.43,1.43,1.25,1.41,440700
Merit Medical Sys,MMSI,20200911,49.18,49.9,43.69,43.96,1176900
Makemytrip Ltd,MMYT,20200911,16.33,16.57,16.1,16.34,317400
Monocle Acquisition Corp,MNCL,20200911,10.23,10.25,10.18,10.2,720900
Monocle Acquisition Corp WT,MNCLW,20200911,0.6,0.62,0.6,0.6,457700
Mind C.T.I. Ltd,MNDO,20200911,2.35,2.36,2.32,2.33,14900
Mannkind Corp,MNKD,20200911,1.67,1.68,1.62,1.62,1345400
Medicinova Inc,MNOV,20200911,5.71,5.74,5.43,5.56,341300
Monopar Therapeutics Inc,MNPR,20200911,5.4,5.59,5.33,5.47,12000
Monro Muffler Brak,MNRO,20200911,44.53,45.875,43.04,43.48,263700
Mainstreet Bank,MNSB,20200911,13.15,13.15,12.83,12.9,3400
Monster Beverage Cp,MNST,20200911,82.05,82.324,80.42,81.34,1503700
Momenta Pharma,MNTA,20200911,52.18,52.19,52.02,52.08,3932700
Manitex Intl Inc,MNTX,20200911,4.295,4.56,4.295,4.52,19500
Mobileiron Inc,MOBL,20200911,5.62,5.845,5.62,5.715,1011300
Midwestone Fnl Gp,MOFG,20200911,19.17,19.175,18.72,18.78,39300
Mogo Inc,MOGO,20200911,1.6,1.8099,1.6,1.78,288200
Ecmoho Ltd ADR,MOHO,20200911,1.64,1.7,1.64,1.64,59600
Momo Inc Ads,MOMO,20200911,14.03,14.445,14.002,14.19,3234200
Morphosys Ag ADR,MOR,20200911,31.27,31.75,31.2,31.43,88500
Morphic Holding Inc,MORF,20200911,26.13,26.13,25.3809,25.4,37300
Morningstar Inc,MORN,20200911,157.85,159.505,156.49,157.19,82800
Mosys Inc,MOSY,20200911,1.49,1.63,1.47,1.57,14600
Motus Gi Holdings Inc,MOTS,20200911,1.02,1.03,0.92,0.965,173300
Moxian Inc,MOXC,20200911,2.26,2.38,2.16,2.24,114400
Motorcar Parts Amer,MPAA,20200911,17.43,17.71,17.3,17.47,61200
Mid Penn Bancorp Inc,MPB,20200911,18.35,18.66,18.35,18.35,10700
Monolithic Power Sys,MPWR,20200911,242.46,245.481,235.62,237.03,396300
Everspin Technologies Inc,MRAM,20200911,5.45,5.59,5.27,5.385,85900
Meridian Bank,MRBK,20200911,15.15,15.15,14.35,14.36,32100
Monroe Capital Corp,MRCC,20200911,7.53,7.56,7.4,7.56,94800
Monroe Capital Corp 5.75% Notes Due 2023,MRCCL,20200911,24.38,24.4,24.22,24.4,1500
Mercury Sys Inc,MRCY,20200911,67.11,68.03,66.33,66.65,230200
Mereo Biopharma Group Plc ADR,MREO,20200911,2.71,3.01,2.71,2.96,333600
Marin Sotfware Incorporated,MRIN,20200911,1.17,1.2101,1.16,1.16,24200
Marker Therapeutics Inc,MRKR,20200911,1.55,1.57,1.49,1.51,175300
Marlin Business Serv,MRLN,20200911,7.19,7.345,6.88,7.2,389600
Moderna Inc,MRNA,20200911,58.49,59.51,57.45,59.34,4821800
Marinus Pharma CS,MRNS,20200911,2.03,2.1,1.93,2,2134600
Mersana Therapeutics Inc,MRSN,20200911,18.61,19.25,18.4,18.65,706500
Marten Transport L,MRTN,20200911,18.17,18.36,17.65,17.77,141000
Mirati Therapeutics,MRTX,20200911,134.65,137.07,130.605,132.11,409200
Merus N.V. CS,MRUS,20200911,11,11.32,10.85,11.03,46600
Marvell Tech Group,MRVL,20200911,39.05,39.36,38.14,38.76,5417900
Midland Sts BNC,MSBI,20200911,14.38,14.529,14.13,14.32,98400
Middlesex Water Company,MSEX,20200911,63.16,63.5,61.79,61.87,32100
Microsoft Corp,MSFT,20200911,207.2,208.63,201.24,204.03,33620000
Misonix Inc,MSON,20200911,11.89,11.9,11.3,11.5,80700
Microstrategy Cl A,MSTR,20200911,140.87,141.405,138.84,141.13,116400
Mid-Southn Svg Bk IN,MSVB,20200911,12.89,12.89,12.56,12.56,5800
Mtbc Inc.,MTBC,20200911,9.07,9.71,9.07,9.42,145300
Mtbc 11% Sr A Prf ST,MTBCP,20200911,25.49,25.49,25.4,25.49,13300
Mmtec Inc,MTC,20200911,0.84,0.8703,0.839,0.8499,143000
Match Group Inc,MTCH,20200911,106.86,106.86,101.65,103.65,2302400
Molecular Templates Inc,MTEM,20200911,11.79,12.22,11.74,12,249900
Mannatech Inc,MTEX,20200911,16.55,16.9017,16.55,16.9017,800
Materialise NV Ads,MTLS,20200911,42.07,44.8699,39.8,40.64,238400
Midatech Pharma Ads,MTP,20200911,1.91,1.98,1.87,1.92,82200
Matrix Service Company,MTRX,20200911,7.79,7.79,7.48,7.52,141300
M T S Systems Cp,MTSC,20200911,21.57,22.07,21.27,21.49,108000
Macom Technology S,MTSI,20200911,31.56,32.87,31.56,32.46,685000
Mer Telemanagement Solutions Ltd,MTSL,20200911,1.18,1.23,1.15,1.21,116400
Micron Technology,MU,20200911,45.23,46.48,44.96,46.09,18365500
Mvb Financial Corp,MVBF,20200911,15.33,15.8895,15.25,15.25,15300
Microvision,MVIS,20200911,1.57,1.58,1.5,1.52,2159000
Mohawk Group Holdings Inc,MWK,20200911,7.81,8,7.335,7.69,128600
Maxim Integrated,MXIM,20200911,66.92,67.16,65.26,66,3685100
First Western Financial Inc,MYFW,20200911,13.4549,13.4549,12.88,12.88,7400
Myriad Genetics Inc,MYGN,20200911,13.47,13.64,13.13,13.29,603600
Mylan NV Ord Shs,MYL,20200911,15.15,15.62,15.05,15.33,5763800
Myokardia Inc,MYOK,20200911,115,117.33,113.63,115.5,469600
Myos Rens Tech,MYOS,20200911,1.38,1.39,1.35,1.39,45400
MYR Group Inc,MYRG,20200911,35.47,35.97,35.1665,35.48,60900
My Size Inc,MYSZ,20200911,0.9501,1.02,0.94,0.9652,119900
Urban Tea Inc,MYT,20200911,1.64,1.7,1.64,1.7,280700
Natural Alternativ,NAII,20200911,7,7.22,6.9,7.18,3100
Naked Brand Group Inc,NAKD,20200911,0.189,0.189,0.1533,0.1585,18318500
Nanovibronix Inc,NAOV,20200911,0.62,0.625,0.6,0.6,107100
Inari Medical Inc,NARI,20200911,72.49,76.11,71.1,75.55,322900
Nathan's Famous IN,NATH,20200911,51.63,52,50.65,50.72,3700
Natl Instruments Cor,NATI,20200911,35.43,36.18,35.27,35.87,657800
Nature S Sunshine,NATR,20200911,12.53,13.5,12.42,12.55,45600
Navient Cp,NAVI,20200911,8.62,8.7,8.38,8.41,2284900
Newborn Acquisition Corp. Right,NBACR,20200911,0.22,0.24,0.22,0.24,4400
Newborn Acquisition Corp. WT,NBACW,20200911,0.21,0.2399,0.21,0.22,9700
New Age Beverages Corp,NBEV,20200911,1.84,1.86,1.75,1.81,1676200
Neurocrine Bioscienc,NBIX,20200911,104.14,104.429,97.95,100.39,1410100
Noble Energy Inc,NBL,20200911,9.24,9.32,9.11,9.17,25659200
Noble Midstream Partners LP,NBLX,20200911,7.45,7.63,7.29,7.57,415100
Northeast Bncp,NBN,20200911,18.48,19.25,18.43,18.99,163900
Nabriva Therape Ads,NBRV,20200911,0.58,0.607,0.552,0.5536,3065300
Neu Base Therapeutics Inc,NBSE,20200911,8.49,8.63,8.12,8.43,145200
NBT Bancorp Inc,NBTB,20200911,29.21,29.21,28.7,28.82,126700
Nicolet Bnkshr,NCBS,20200911,58.44,58.79,57.8,57.92,18600
National Cinemedia,NCMI,20200911,3.72,3.72,3.42,3.42,705500
Nucana Plc ADR,NCNA,20200911,5.48,5.565,5.4,5.49,88500
Ncino Inc,NCNO,20200911,85,86.5335,76.3433,77.69,750400
Ncs Multistage Holdings Inc,NCSM,20200911,0.57,0.5832,0.55,0.579,84800
The9 Ltd,NCTY,20200911,0.5,0.5899,0.49,0.5485,616400
Nasdaq Inc,NDAQ,20200911,126.08,126.8,124.74,125.7,551900
Noodles & Company,NDLS,20200911,7.64,7.66,7.15,7.25,215300
Endra Life Sciences Inc,NDRA,20200911,0.8023,0.8179,0.7751,0.8,84400
Nordson Corp,NDSN,20200911,191.34,192.66,189.55,191.67,198000
Neogenomics Inc,NEO,20200911,36.39,36.74,34.9,35.35,556000
Neogen Cp,NEOG,20200911,73.97,75.3,73.5,74.33,174700
Neonode Inc,NEON,20200911,9.5,9.5,9.14,9.31,43900
Neos Therapeutics,NEOS,20200911,0.68,0.6998,0.675,0.6792,56900
Nephros Inc,NEPH,20200911,6.8,7.29,6.67,6.9,5900
Neptune Wellness Solutions Inc,NEPT,20200911,2.31,2.46,2.3,2.45,449300
Minerva Neuroscie,NERV,20200911,2.94,3.07,2.86,2.87,500800
National Energy Services Reunited Corp,NESR,20200911,6.75,6.81,6.595,6.76,64600
National Energy Services Reunited Corp WT,NESRW,20200911,0.75,0.8,0.75,0.79,3600
Net Element Inc,NETE,20200911,6.3,6.64,5.82,6.12,594000
Newater Technology Inc,NEWA,20200911,3.6,3.8,3.49,3.61,2000
Newtek Bus Svcs,NEWT,20200911,19.6,20.16,19.6,19.85,174100
Newtek Business Services Corp 6.25% Notes Due 2,NEWTI,20200911,25.2,25.25,25.2,25.25,1500
Newtek Business Services Corp 5.75% Notes Due 2,NEWTL,20200911,25.24,25.245,25,25.16,4200
Nextdecade Corp,NEXT,20200911,2.07,2.09,1.91,2.03,337100
Northfield Bncrp Del,NFBK,20200911,9.84,9.87,9.68,9.81,251600
New Fortress Energy Llc,NFE,20200911,36.09,37.0598,30.8,31.75,1614700
Netfin Acquisition Corp Cl A,NFIN,20200911,10.59,10.65,10.4601,10.55,122200
Netfin Acquisition Corp WT,NFINW,20200911,1.45,1.63,1.45,1.63,348200
Netflix Inc,NFLX,20200911,486.48,493.73,476.81,482.03,5035200
First Trust India Nifty 50 EW ETF,NFTY,20200911,31.695,31.695,31.695,31.695,800
National General Hld,NGHC,20200911,34.01,34.04,33.96,33.98,207000
National General Holdings Corp,NGHCN,20200911,26.24,26.35,26.1706,26.35,11600
National Gnl Hld Ds,NGHCO,20200911,25.46,25.48,25.46,25.48,5100
National Gen Srs A,NGHCP,20200911,25.4696,25.5,25.4696,25.4819,1500
National Gen Sub NTS,NGHCZ,20200911,25.25,25.27,25.17,25.2,3300
Ngm Biopharmaceuticals Inc,NGM,20200911,18.42,18.43,17.755,18.03,169900
Nanthealth Inc,NH,20200911,2.75,2.82,2.51,2.53,304100
Newhold Investment Corp,NHICU,20200911,9.9659,9.97,9.9532,9.97,105600
National Holdings,NHLD,20200911,2.23,2.23,2.22,2.22,1000
Natural Hlth Trd,NHTC,20200911,5.2,6.49,5.2,6.25,245400
Nice Ltd,NICE,20200911,215.99,216,212.2835,212.85,188900
Nicholas Fincl Inc,NICK,20200911,7.6,7.6,7.55,7.6,3000
Niu Technologies ADR,NIU,20200911,18.55,18.69,17.99,18.42,301600
Nantkwest Inc CS,NK,20200911,6.56,6.86,6.51,6.6,675300
Nikola Corp.,NKLA,20200911,35.5,35.69,30.781,32.13,99981400
Natl Bankshares Inc,NKSH,20200911,25.1,25.2971,24.5,25,13200
Nektar Therapeutics,NKTR,20200911,19,19.23,18.59,18.82,687200
Nkarta Inc,NKTX,20200911,31.95,33.71,30.51,31.8,137900
Nortonlifelock Inc.,NLOK,20200911,20.92,21.38,20.7167,21.13,32710500
Neoleukin Therapeutics Inc,NLTX,20200911,12.37,12.37,11.985,12.17,90100
Navios Maritime Containers L.P.,NMCI,20200911,0.794,0.8149,0.7864,0.8,348700
Nmi Holdings Inc,NMIH,20200911,18.09,18.83,17.7718,18.76,1039000
Nemaura Med Inc,NMRD,20200911,4.07,4.22,3.86,4,36800
Newmark Group Inc Cl A,NMRK,20200911,4.36,4.3659,4.22,4.25,914900
9 Meters Biopharma Inc,NMTR,20200911,0.64,0.71,0.63,0.6549,3674100
NN Inc,NNBR,20200911,4.56,4.78,4.51,4.71,276000
Nano Dimension Ads,NNDM,20200911,1.57,1.5895,1.47,1.52,1021900
Nano-X Imaging Ltd,NNOX,20200911,49.4,66.67,49,64.19,9484100
Ni Holdings Inc,NODK,20200911,16.05,16.05,15.64,15.83,12700
Novan Inc,NOVN,20200911,0.5189,0.52,0.4503,0.4709,17036200
Novus Capital Corp,NOVS,20200911,9.88,9.98,9.87,9.88,6900
Novus Capital Corporation Warrants,NOVSW,20200911,1.3,1.41,1.2902,1.3607,7000
Novanta Inc,NOVT,20200911,97.45,99.16,95.53,96.25,120500
New Providence Acquisition Corp. Cl A,NPA,20200911,10.15,10.15,10.1,10.1,5600
New Providence Acquisition Corp,NPAUU,20200911,10.7,10.75,10.39,10.39,300
New Providence Acquisition Corp. WT,NPAWW,20200911,0.88,0.905,0.841,0.88,71000
Neurobo Pharmaceuticals Inc.,NRBO,20200911,5.91,5.95,5.75,5.8,13400
National Research Corp,NRC,20200911,52.9,52.96,51,51.63,28400
Northrim Bancorp Inc,NRIM,20200911,28.47,28.85,28.36,28.54,25400
Nurix Therapeutics Inc,NRIX,20200911,28.95,30,28.3501,29.81,123400
Insight Enterpr,NSIT,20200911,57.44,57.56,55.685,56.1,328200
Napco Sec Tech Inc,NSSC,20200911,22.69,23.05,22.4,22.48,50300
Nanostring Tech,NSTG,20200911,40.54,41.34,39.66,40.1,379100
Nortech Systems IN,NSYS,20200911,4.9,4.985,4.57,4.65,23700
Netapp Inc,NTAP,20200911,44.91,45.07,43.48,44.09,2340000
Netscout Systems,NTCT,20200911,22.41,22.62,22.09,22.41,454800
Intec Pharma Ord Shr,NTEC,20200911,0.2516,0.2675,0.2401,0.2431,1299100
Netease Inc Ads,NTES,20200911,460.75,464.115,451.62,455.71,284500
Netgear Inc,NTGR,20200911,30.75,30.94,30.5,30.77,107500
Northern Technologies Intl Corp,NTIC,20200911,8.4766,8.735,8.1101,8.275,11200
Intellia Thera CS,NTLA,20200911,19.15,19.9,19.0206,19.26,577600
Nutanix Inc,NTNX,20200911,24.94,25.02,23.49,23.935,3377300
Natera Inc,NTRA,20200911,59.56,60.75,58.03,59.61,3131000
Neurotrope Inc,NTRP,20200911,1.12,1.2,1.12,1.18,123300
Northern Trust Corp,NTRS,20200911,78.38,80.46,78.081,79.85,792500
Northern Trust Prf Perpetual USD Dpsh Rp1/1000Th,NTRSO,20200911,27.52,27.52,27.35,27.38,36600
Natus Medical Inc,NTUS,20200911,17.75,17.9,17.55,17.72,146100
Netsol Tech Inc,NTWK,20200911,2.79,2.79,2.7201,2.73,9300
Nuance Communicatns,NUAN,20200911,31.04,31.04,30.31,30.8,5540500
Neurometrix Inc,NURO,20200911,1.54,1.84,1.45,1.73,747500
Nuvasive Inc,NUVA,20200911,53.05,54.14,52.89,53.94,925000
Nuzee Inc,NUZE,20200911,16.7,17.8182,16.5,17.8182,2900
Novavax Inc,NVAX,20200911,94,97.98,92.1001,95.45,5303400
Neovasc Inc,NVCN,20200911,2.12,2.16,2.1,2.13,56900
Novocure Ltd Ord Sh,NVCR,20200911,88.08,89.67,87.5,89.26,897000
Nvidia Corp,NVDA,20200911,499.42,506.1,475.83,486.58,15923100
Nve Corp,NVEC,20200911,50.13,50.48,48.69,50,25400
Nv5 Global,NVEE,20200911,49.51,49.51,47.82,48.37,85200
Nova Lifestyle Inc,NVFY,20200911,1.55,1.55,1.51,1.51,13200
Invivo Therapeutics Holdings Corp,NVIV,20200911,1.37,1.39,1.2399,1.26,226900
Nova Measuring Instr,NVMI,20200911,47.88,48.15,46.07,46.8,131500
Novus Therapeutics Inc,NVUS,20200911,0.3806,0.407,0.38,0.3822,228900
Northwest Bancshares,NWBI,20200911,9.9572,10.05,9.9,9.965,531700
Norwood Financial Cp,NWFL,20200911,26.88,27.88,25.8035,27.12,22000
Newgioco Group Inc,NWGI,20200911,1.83,1.94,1.72,1.77,337800
Newell Rubbermaid Inc,NWL,20200911,17.22,17.6,17.05,17.45,3994700
Natl Wstrn Life Gp A,NWLI,20200911,206.47,210,204.97,210,6900
Northwest Pipe Company,NWPX,20200911,27.59,27.87,26.79,27.05,25800
News Cp Cl B,NWS,20200911,14.92,15.16,14.86,15.05,372100
News Cp Cl A,NWSA,20200911,14.97,15.205,14.88,15.06,1964400
Nextgen Healthcare Inc,NXGN,20200911,13.38,13.525,13.14,13.38,217800
Nxp Semiconductors,NXPI,20200911,124.47,126.65,123.155,124.75,1397400
Nexstar Broadcasting,NXST,20200911,97.87,99.5,95.455,96.99,376700
Nextcure Inc,NXTC,20200911,9.14,9.33,8.81,9.05,197600
Nxt-Id Inc,NXTD,20200911,0.34,0.3419,0.3102,0.3249,534100
Nasdaq Smartphone Index Fund FT,NXTG,20200911,58.84,58.89,58.25,58.615,42900
New York Mtge Trust,NYMT,20200911,2.49,2.5,2.4,2.48,3376400
New York Mortgage Trust Inc Fxdfr Prf Perpetual,NYMTM,20200911,20.26,20.5,20.15,20.35,14200
New York Mortgage Trust Inc 8.00% Series D,NYMTN,20200911,20.775,20.92,20.5613,20.92,9300
New York Mort 7.875,NYMTO,20200911,20.66,20.66,20.35,20.555,5400
New York Mrtg 7.75 B,NYMTP,20200911,20.2,20.5699,20.12,20.15,5700
Nymox Pharm Corp,NYMX,20200911,2.5,2.68,2.48,2.58,185600
Oasis Petroleum Inc,OAS,20200911,0.424,0.435,0.37,0.3752,22806300
Ocean Bio Chem Inc,OBCI,20200911,13.39,13.39,12.21,12.43,31400
Obalon Therapeutics Inc,OBLN,20200911,0.7598,0.777,0.75,0.77,9800
Origin Bancorp Inc,OBNK,20200911,22.84,22.84,22.25,22.36,41700
Obseva Sa,OBSV,20200911,2.81,2.86,2.7,2.76,256300
Optical Cable Corp,OCC,20200911,2.52,2.53,2.4,2.41,7200
Ofs Credit Company Inc,OCCI,20200911,11.3,11.3,10.45,11.11,119300
Ofs Credit Co. Inc Pfd Ser A,OCCIP,20200911,24.045,24.3,24.045,24.3,600
Oceanfirst Finl Corp,OCFC,20200911,14.97,15.08,14.82,14.93,170700
Oceanfirst Financial Corp. Depositary Shares,OCFCP,20200911,26.61,26.69,26.5,26.5,1800
Ocugen Inc,OCGN,20200911,0.3279,0.331,0.31,0.3193,5870100
Oaktree Strategic Income Corp,OCSI,20200911,6.85,6.9,6.69,6.9,34200
Oaktree Specialty Lending Corp,OCSL,20200911,4.95,5,4.95,4.97,331400
Ocular Therapeut,OCUL,20200911,8.37,8.4,7.9145,8.08,429300
Old Dominion Freight Line Inc.,ODFL,20200911,195.2,197.835,193.26,195.64,680800
Office Depot,ODP,20200911,21.86,21.95,20.92,21.25,484400
Odonate Therapeutics Inc,ODT,20200911,15.75,16.33,14.765,14.92,636600
Orbital Energy Group Inc.,OEG,20200911,0.5576,0.575,0.5232,0.548,34000
Orion Energy Syst,OESX,20200911,7.36,7.59,6.6649,6.955,612900
Oconee Fed Fin Corp,OFED,20200911,22.7,22.71,20.76,21.87,4500
Orthofix Intl NV,OFIX,20200911,28.91,29.09,28.04,28.24,91400
Omega Flex Inc,OFLX,20200911,127.4,130.49,125.0511,127.65,8600
Ofs Capital Corp,OFS,20200911,4.5,4.57,4.45,4.51,73000
Ofs Capital Corp 5.95% Notes Due 2026,OFSSI,20200911,22.25,22.3,21.66,22.3,6000
Ofs Capital Corp 6.375% Notes Due 2025,OFSSL,20200911,22.84,24,22.84,24,1300
Ofs Capital Corp 6.50% Notes Due 2025,OFSSZ,20200911,23.58,23.58,23.58,23.58,300
Organigram Hlds Inc,OGI,20200911,1.12,1.15,1.06,1.06,1820000
O2Micro Intl Ltd,OIIM,20200911,2.88,3.025,2.83,2.97,170900
Okta Inc Cl A,OKTA,20200911,200.84,201.19,192.36,193.66,1251400
Olb Group Inc,OLB,20200911,4.55,4.645,4.4,4.5,1900
Long-Term Care ETF,OLD,20200911,26.12,26.12,25.86,25.9895,500
Universal Display,OLED,20200911,167.91,168.75,163.5509,165.2,175700
Ollies Bargain CS,OLLI,20200911,92.52,92.85,88.06,88.62,938300
Grupo Aeroportuario,OMAB,20200911,36.66,37.67,36.5,36.85,73700
Omnicell Inc,OMCL,20200911,73.23,73.78,71.23,71.86,325500
Omeros Corp,OMER,20200911,11.84,12.26,11.5,11.61,1415400
Odyssey Marine Expl,OMEX,20200911,7.23,7.23,6.6001,6.75,84400
Oasis Midstream Partners LP,OMP,20200911,9,9.14,8.9,8.92,66100
On Semiconductor,ON,20200911,21.91,22.03,21.315,21.575,4347400
Old National Bncp,ONB,20200911,13.25,13.4379,13,13.105,431400
Oncosec Medical,ONCS,20200911,3.34,3.35,3.1,3.27,148200
Oncternal Therapeutics Inc,ONCT,20200911,2.15,2.17,2.08,2.13,95000
Oncolytics Biotech Inc,ONCY,20200911,1.61,1.68,1.59,1.63,136900
1Life Healthcare Inc,ONEM,20200911,28.56,28.855,27.4,27.57,1197000
Nasdaq Composite ETF,ONEQ,20200911,427.48,429.9899,417.06,422.13,48100
